kyc_pan,kyc_aadhar_verified,kyc_gst_returns_last_3y,kyc_gst_turnover,kyc_mcc_code,kyc_company_name,kyc_date_of_incorp,kyc_mca_returns_count,kyc_mca_returns_amount,cibil_credit_health,cibil_credit_mix_ratio,cibil_payment_history_12m,cibil_default_count,cibil_bounce_count,cibil_loans_closed,cibil_consolidated_monthly_emi,cibil_individual_loans_0_emi_amount,cibil_individual_loans_0_tenure_left_months,cibil_individual_loans_1_emi_amount,cibil_individual_loans_1_tenure_left_months,cibil_individual_loans_2_emi_amount,cibil_individual_loans_2_tenure_left_months,cibil_individual_loans_3_emi_amount,cibil_individual_loans_3_tenure_left_months,cibil_credit_age_months,bank_total_outflow,bank_total_inflow,bank_emi_count,bank_aggregated_emi_amount,bank_monthly_salary,bank_income_to_emi_ratio,bank_monthly_inflow_pattern_2025-01,bank_monthly_inflow_pattern_2025-02,bank_monthly_inflow_pattern_2025-03,bank_monthly_inflow_pattern_2025-04,bank_monthly_inflow_pattern_2025-05,bank_monthly_inflow_pattern_2025-06,bank_monthly_inflow_pattern_2025-07,bank_monthly_inflow_pattern_2025-08,bank_monthly_inflow_pattern_2025-09,bank_monthly_inflow_pattern_2025-10,bank_monthly_inflow_pattern_2025-11,bank_monthly_inflow_pattern_2025-12,bank_monthly_inflow_pattern_2024-01,bank_monthly_inflow_pattern_2024-02,bank_monthly_inflow_pattern_2024-03,bank_monthly_inflow_pattern_2024-04,bank_monthly_inflow_pattern_2024-05,bank_monthly_inflow_pattern_2024-06,bank_monthly_inflow_pattern_2024-07,bank_monthly_inflow_pattern_2024-08,bank_monthly_inflow_pattern_2024-09,bank_monthly_inflow_pattern_2024-10,bank_monthly_inflow_pattern_2024-11,bank_monthly_inflow_pattern_2024-12,bank_monthly_inflow_pattern_2023-01,bank_monthly_inflow_pattern_2023-02,bank_monthly_inflow_pattern_2023-03,bank_monthly_inflow_pattern_2023-04,bank_monthly_inflow_pattern_2023-05,bank_monthly_inflow_pattern_2023-06,bank_monthly_inflow_pattern_2023-07,bank_monthly_inflow_pattern_2023-08,bank_monthly_inflow_pattern_2023-09,bank_monthly_inflow_pattern_2023-10,bank_monthly_inflow_pattern_2023-11,bank_monthly_inflow_pattern_2023-12,bank_annual_inflow_outflow_2025,bank_annual_inflow_outflow_2024,bank_annual_inflow_outflow_2023,investments_mutual_fund_value,investments_nps_value,investments_pf_value,investments_equity_value,itr_annual_income,itr_itr_filed,itr_filing_consistency_3y,service_record_employment_years,service_record_job_changes,insurance_insured,insurance_insured_amount,labels_user_behavior_shift,labels_ability_to_default,labels_default_timeframe_months,labels_financially_secure
QDJUX9618P,True,3,0.0,5045,,2017-05-08,0,0.0,636.9,0.48,0.59,0,3,0,19430.57,6296.31,55,23280.71,29.0,,,,,16,673200.75,845957.61,1,29947.53,23520.61,1.27,23645.43,22378.57,27622.39,22701.93,21973.98,19436.29,26673.42,25644.18,22330.34,19532.3,25907.81,23788.81,20867.73,24598.03,24668.84,20734.3,25873.82,26044.6,26764.22,25389.57,23916.84,27649.02,22820.27,20346.66,24665.67,20980.56,18997.64,27220.84,23358.16,21974.99,25614.84,24827.18,26473.15,20295.49,20595.96,19643.77,1.216,1.322,1.235,261294.42,117166.53,652361.34,711362.87,579226.12,True,0.69,20.8,4,True,5648914.47,Unstable,High,6,False
VDMBA4547B,True,32,44810394.49,8011,"Naidu, Wagle and Jha",2019-11-06,6,369241.5,727.9,0.78,0.63,0,3,3,171405.9,5480.76,59,19339.67,58.0,,,,,148,13597922.93,15937783.77,6,301942.57,460801.96,0.66,386911.38,508143.05,466710.5,516720.8,416435.46,502352.45,457510.43,423837.66,443047.0,425865.64,424027.0,432350.53,439603.94,409781.34,385775.86,490645.39,376536.02,386737.82,407510.44,391680.75,413144.94,521055.34,397686.95,386302.68,492266.51,426878.24,471724.77,513690.84,520391.86,443701.89,456756.97,444416.23,484853.07,417726.01,486286.66,368717.34,1.164,1.173,1.179,339458.94,731266.43,684991.62,6661995.03,515789.26,True,0.83,1.8,0,True,6896465.0,Promising,Medium,12,False
XQKCD2355X,True,27,88672322.03,5411,Rajagopalan-Shenoy,2016-10-04,4,558899.79,744.1,0.66,0.83,0,2,4,46201.87,35931.11,14,36351.69,36.0,47695.97,14.0,,,171,14239730.6,17503935.86,6,245551.58,487810.96,0.5,462023.12,465560.54,493540.79,394724.48,427864.67,500059.13,464636.54,536387.13,438543.29,459730.38,420470.66,569876.58,452248.45,505132.13,393520.81,567715.69,539704.21,446538.61,500171.26,508658.38,431276.1,465812.8,448357.89,506940.66,489588.3,543554.05,531222.26,401567.86,532634.07,441436.77,455220.95,574767.29,503602.62,537365.08,572536.57,520945.74,1.187,1.275,1.228,401354.19,722483.49,2200474.23,737990.13,5869216.31,True,0.99,15.5,2,True,2855811.17,Promising,Medium,12,False
GPEWP6641W,True,26,22588375.84,5999,Kota-Varty,2020-07-08,4,908089.84,745.6,0.37,0.49,0,3,3,63974.64,23149.38,25,42787.4,32.0,10388.33,51.0,,,140,10850493.5,13483172.27,3,259993.3,376267.62,0.69,410603.29,446249.87,407454.74,409765.92,310714.4,335504.99,450779.1,311815.94,365713.14,338403.76,419153.36,391727.35,400099.41,366573.88,375010.85,335538.93,395637.29,430493.1,380551.23,400760.54,344860.0,420902.61,357218.92,330430.06,380387.88,330376.32,346427.91,319548.91,396294.59,426318.21,374539.19,374606.47,340023.84,332990.71,358824.24,366871.35,1.196,1.268,1.269,599152.95,105630.74,974180.04,1164080.48,3534654.58,True,0.98,23.4,0,True,9135010.3,Promising,Medium,12,False
BVFQR1691Y,True,32,0.0,5411,,2019-11-27,0,0.0,483.8,0.72,0.89,0,2,6,13310.91,26774.5,53,19457.22,36.0,,,,,162,1286285.35,1514261.69,2,34636.98,41301.22,0.84,47894.61,45597.33,48771.99,46307.21,37095.16,38404.01,37298.61,41798.78,42454.58,42377.77,44493.47,44891.58,34612.09,45879.08,38126.24,47717.11,34897.59,33716.0,34705.96,42430.73,48164.4,37699.96,34010.85,44617.46,42162.48,48148.49,46667.53,43248.13,42451.91,37678.61,44656.87,42413.34,47637.32,39446.85,43578.17,42209.44,1.226,1.151,1.156,224238.64,73505.06,582567.09,221478.43,324282.2,False,0.53,2.0,6,True,4136309.43,Unstable,High,3,False
UOSRW0231A,True,36,0.0,5734,,2017-07-14,0,0.0,577.4,0.56,0.61,0,1,2,45093.51,43520.43,30,32957.98,22.0,,,,,21,1260238.83,1504398.57,1,18748.08,40355.01,0.46,46394.67,45796.21,39040.63,41475.29,40727.74,44154.53,37873.86,40464.02,42861.85,42639.77,47530.82,38240.27,44119.36,36054.64,48347.35,38349.45,38990.31,39699.14,43260.21,44782.72,47939.58,40893.25,46790.0,40246.35,47272.75,37154.73,37649.95,39094.32,33620.89,34488.96,44988.77,44111.3,43909.37,37675.82,46839.4,40920.27,1.156,1.222,1.206,53871.28,161682.22,443504.25,885365.73,401774.26,True,0.64,16.7,7,True,357856.95,Unstable,High,6,False
NGCZV6764V,True,16,0.0,5411,,2019-03-25,0,0.0,630.2,0.71,0.77,2,6,4,43808.51,22657.67,27,,,,,,,35,928605.23,1127105.22,1,17903.41,31287.25,0.57,36280.33,33383.6,31649.68,36319.56,30167.46,27618.1,31283.15,30028.53,31525.31,35354.48,30594.58,25347.24,30579.2,30613.04,30066.16,27843.98,30315.35,29923.67,30646.1,30480.78,34965.54,36602.69,26177.54,28276.88,36015.63,35536.46,31751.57,27641.65,33742.23,30401.71,30677.88,27232.61,34700.48,33862.34,27455.24,32044.47,1.215,1.206,1.22,441889.11,160055.82,139606.86,1890999.05,300544.49,False,0.54,9.9,6,True,6589963.19,Reactive,Medium,12,False
UQYEB0701Z,True,6,0.0,7011,,2017-08-30,0,0.0,657.5,0.44,0.57,0,2,0,13467.67,35262.27,56,43672.22,44.0,49882.41,30.0,34318.08,17.0,39,1399206.89,1699666.16,6,18902.68,47967.71,0.39,57299.59,38547.25,42560.24,38648.03,45038.18,39039.14,47172.23,42046.51,50091.05,57536.32,52245.42,47444.01,49805.89,54121.21,45082.07,39580.54,52516.64,44798.83,53877.23,49709.43,53398.77,55285.73,50813.83,38842.65,41431.33,41560.73,42193.2,46168.14,44314.01,44219.51,53067.48,39178.4,46106.27,51613.24,49054.39,55258.68,1.184,1.286,1.176,95866.47,15081.71,956138.74,1991163.62,307280.4,True,0.91,5.1,2,True,5767985.89,Unstable,Medium,12,False
PEKZH4299G,True,16,0.0,5411,,2023-09-18,0,0.0,468.5,0.69,0.63,0,3,4,22282.56,46710.0,20,7669.15,39.0,38860.27,21.0,5542.58,52.0,112,1252064.54,1541988.23,6,39449.71,43281.16,0.91,41012.07,34993.45,48233.43,48464.56,47698.78,44693.86,51521.07,43154.31,36839.78,40586.82,42871.88,45349.72,46736.59,40655.07,45374.9,36460.36,40739.64,35323.14,50957.64,37628.75,43463.48,47159.98,35677.87,44274.77,41617.1,48934.37,39470.93,50210.34,37502.48,39384.19,38670.29,35607.6,47179.22,49645.46,42219.61,41674.72,1.231,1.204,1.261,279407.01,79163.17,755708.69,636896.1,537219.15,True,0.69,2.7,7,True,6682355.1,Unstable,High,1,False
SCACF8059O,True,17,0.0,7011,,2024-04-03,0,0.0,529.0,0.43,0.57,0,3,2,30796.64,49212.23,10,,,,,,,54,557671.53,690797.95,4,11216.2,19095.18,0.59,18219.71,20683.95,20376.85,18233.43,21089.88,19371.06,16607.39,18421.63,19336.24,18902.97,19040.06,20256.17,21015.04,22802.1,20919.56,19460.66,21349.92,19820.31,15384.23,20057.97,15363.46,19343.17,19354.96,19313.45,20677.32,21909.2,15536.55,16239.08,15653.74,18070.58,19554.67,21859.39,15486.77,21359.18,19156.33,20570.96,1.212,1.27,1.235,201345.59,76329.77,488179.52,1050918.25,452957.92,False,0.4,7.0,5,True,4773643.72,Unstable,High,5,False
HKNPI4427V,True,17,0.0,5734,,2021-06-11,0,0.0,709.4,0.74,0.52,0,1,1,25547.18,17145.29,9,10507.3,39.0,16999.52,32.0,15810.65,38.0,135,1373019.36,1663518.77,6,18419.87,46740.09,0.39,45043.44,50759.37,52622.16,49938.41,46933.62,54314.89,41518.53,45459.3,40191.75,39280.96,54600.65,42689.65,55166.24,43633.86,37905.29,44766.22,41094.55,54782.2,46468.0,54729.52,42761.79,43453.14,40409.13,40449.96,43783.37,48519.79,44265.89,38345.83,42158.35,54980.96,49861.07,45823.31,39648.84,49421.18,49986.98,47750.56,1.21,1.186,1.24,276276.4,159137.15,352276.96,1228720.3,340374.0,True,0.87,2.8,2,True,1836405.21,Promising,Medium,12,False
QTMAE2031H,True,19,0.0,5912,,2015-12-03,0,0.0,462.6,0.75,0.73,0,1,4,34190.71,33234.81,21,49638.64,11.0,13476.38,58.0,23383.6,22.0,6,1214906.62,1458929.65,6,51020.25,40694.33,1.25,45306.46,44687.1,38237.35,34805.79,44497.19,34894.48,36427.06,44400.0,41017.09,47729.09,40701.16,40365.09,39675.9,38300.46,43286.95,41447.71,42438.99,40333.68,47473.9,44710.85,35711.63,47607.14,45466.75,35537.32,47037.61,40798.6,45940.45,36357.99,42787.24,39292.94,38880.82,36922.98,34507.87,32750.07,34244.56,34349.36,1.205,1.158,1.246,300161.26,81284.07,184518.92,1085830.0,245993.17,False,0.44,20.7,4,True,1572127.0,Unstable,High,3,False
VYTNN4927C,True,31,65208965.63,5411,Bath Inc,2020-02-06,7,610699.43,789.2,0.78,0.96,6,0,6,284566.82,42546.1,32,18246.58,22.0,38219.06,9.0,46185.5,28.0,115,12756828.47,15351386.94,4,241354.58,427727.01,0.56,459780.1,510644.72,488823.73,475540.84,452838.63,417130.32,426451.71,376333.77,429557.0,482076.3,360251.94,402128.58,477936.57,511268.77,475313.9,355104.27,506059.08,363112.06,403763.02,424327.94,378452.62,476437.88,409697.01,406993.77,392565.18,437800.26,402466.93,367088.93,438464.68,351147.01,360365.41,512539.82,346226.3,451994.01,420986.32,399717.55,1.224,1.177,1.21,72996.27,746258.43,3015071.95,5294236.97,1886184.42,True,0.75,6.7,1,True,4246480.16,Reactive,High,4,False
IQTMY8629K,True,33,0.0,5912,,2024-04-19,0,0.0,840.8,0.45,0.92,0,1,3,61840.67,20667.59,16,36821.67,59.0,13291.69,60.0,,,96,5103155.87,6167777.64,6,49701.32,169304.93,0.29,189021.42,202670.68,147284.05,201404.49,176914.81,136281.33,177441.89,199565.95,169817.72,185017.28,201394.84,189699.61,147141.51,192379.91,195208.17,151993.33,152515.97,181647.67,149623.58,135737.58,185708.53,135786.39,170352.81,170438.78,196883.39,171303.98,169725.23,141465.93,194514.95,137752.47,173542.93,182943.54,137110.17,182065.64,139803.82,195617.31,1.144,1.245,1.248,724689.48,223188.93,249233.79,1272197.41,1999860.65,True,0.97,12.2,0,False,0.0,Promising,Low,36,True
OWGAM5593Q,True,21,0.0,7011,,2019-04-10,0,0.0,481.3,0.53,0.85,3,5,5,17744.85,10174.04,10,,,,,,,126,1290616.67,1563828.08,1,48806.18,43264.0,1.13,39596.46,39543.47,44093.63,49705.52,36191.46,38780.42,47210.14,35000.93,37460.74,36249.44,43621.0,48468.58,42621.64,34795.41,35152.14,47347.1,46356.34,48423.71,46438.24,40971.12,49666.23,44653.57,51600.76,49141.99,48431.31,49088.33,44827.62,43677.53,50462.61,41114.24,38276.28,50240.49,36721.78,41152.95,40101.34,46643.56,1.184,1.23,1.22,315399.4,175065.64,474685.3,792465.9,220702.24,False,0.48,22.4,6,False,0.0,Reactive,High,1,False
NBSRU7750X,True,3,0.0,5912,,2019-07-31,0,0.0,777.4,0.37,0.92,0,3,3,40874.39,21361.18,37,43168.64,60.0,10405.52,52.0,45877.89,11.0,101,4787734.47,5755474.77,4,43858.79,160960.96,0.27,133591.64,133581.49,161589.12,177575.23,172648.67,178343.38,141754.4,172489.69,163067.52,187969.47,149475.25,151547.59,159167.03,188749.72,159395.34,166891.15,142621.98,141488.5,157082.76,181573.19,176029.11,145131.62,182614.89,141175.22,151057.79,178846.01,140263.31,154946.17,182813.97,136715.16,176437.69,189906.61,164722.98,130852.6,128977.5,154381.01,1.17,1.181,1.261,755852.21,445811.36,1597021.34,440611.39,988363.77,True,0.91,10.5,1,True,7568083.48,Promising,Low,36,True
JNDNZ4829K,True,20,0.0,5999,,2023-07-10,0,0.0,816.1,0.35,0.97,0,0,6,27882.82,24031.92,19,,,,,,,110,4383568.05,5374478.1,2,33327.1,146652.78,0.23,170375.71,156663.1,154877.66,144933.03,168612.37,134361.26,150925.63,154186.44,175661.89,168512.11,152777.44,123359.65,157111.71,139400.4,146201.19,136482.13,128989.85,134523.48,164864.72,143121.8,148381.57,173868.24,157229.46,123936.41,157596.06,168111.59,154343.68,149411.19,157829.96,139810.35,156486.1,140180.62,133120.11,118257.42,117788.07,172185.71,1.221,1.234,1.224,1652787.41,71681.88,2327200.01,6933037.1,1196596.44,True,0.8,11.9,0,False,0.0,Stable,Low,36,True
ZVTOF4031S,True,27,0.0,5411,,2016-09-20,0,0.0,705.3,0.45,0.63,0,1,3,14174.17,38403.61,45,,,,,,,89,1171198.42,1419422.97,1,11988.34,38468.39,0.31,38907.8,33278.96,39542.21,40383.61,43464.68,41037.49,40142.44,42317.24,42462.69,45687.55,42301.49,41101.19,32642.99,44687.12,34457.3,45258.26,31386.54,39680.76,36889.03,43122.55,44934.31,42952.04,31814.03,45758.62,34892.55,31835.7,31482.08,44875.06,39946.87,42461.28,44693.36,31593.59,43775.52,36700.69,41632.7,31322.69,1.259,1.168,1.211,483988.6,191113.29,449040.7,25082.06,381042.32,True,0.79,10.5,4,True,6004711.53,Promising,Medium,12,False
AJVVS2608T,True,3,0.0,5734,,2020-09-28,0,0.0,707.7,0.32,0.66,0,3,4,9100.19,39391.22,49,17964.03,10.0,19836.76,22.0,9542.78,31.0,28,1186574.93,1404045.94,2,10166.25,39244.36,0.26,32834.43,40126.59,39087.76,37400.55,44390.07,37121.41,43479.45,35757.95,45563.04,39765.31,34582.11,34320.53,34988.27,36455.78,38641.87,44440.76,37252.53,43077.38,43880.32,34225.25,33049.81,31994.26,43119.11,34807.77,43166.4,40198.34,46032.05,42506.42,31873.0,42801.64,32511.36,40289.05,35434.99,42606.24,40905.41,45358.77,1.157,1.184,1.21,127149.06,72875.65,377284.6,250649.56,319481.05,True,0.89,19.4,3,True,1572998.97,Promising,Medium,12,False
GSGHU2678Y,True,31,1457035.52,8011,Srivastava Group,2020-07-07,1,612079.05,797.6,0.45,0.91,5,5,1,135962.64,46789.02,52,4765.71,32.0,,,,,60,4386132.99,5370957.6,1,38452.89,149132.97,0.26,161876.92,122636.86,160286.9,157329.72,153799.51,165450.74,162153.09,151139.12,140237.41,156140.03,119987.58,120521.36,166754.81,121446.12,121226.84,166188.11,174934.96,159658.92,167966.81,145519.69,149958.09,167144.43,119723.14,140586.59,174041.67,120904.69,162253.54,159756.44,151288.35,151941.71,138101.47,139287.67,138281.75,157358.49,149860.19,155213.91,1.232,1.215,1.227,625041.65,142911.32,1705740.41,3178813.44,776519.71,True,0.95,9.9,2,True,3007573.64,Reactive,High,4,False
EUDJW0472S,True,31,33343769.74,5999,Tella PLC,2022-05-08,2,89080.48,806.2,0.79,0.89,0,2,2,57420.53,5863.01,53,19678.8,41.0,39487.1,44.0,,,167,8830858.93,10648042.95,5,65498.44,289049.31,0.23,339357.77,267729.45,320562.4,332947.54,290618.04,329221.56,256807.32,329228.61,267765.85,313160.64,285231.85,292024.53,255558.77,331584.47,261683.45,273265.91,311555.89,332590.64,279834.22,297448.94,322981.79,332202.75,339654.2,251077.43,271010.87,278690.49,302368.6,254083.54,241965.91,284404.52,316584.77,332537.22,330549.7,290551.2,277174.0,254028.11,1.185,1.203,1.232,1529416.29,515866.7,7624584.2,8161109.49,4791451.67,True,0.8,6.7,0,True,4237655.29,Promising,Low,36,True
FKYVB5631A,True,35,33319597.4,8011,Bhardwaj and Sons,2017-07-25,11,173901.73,717.4,0.45,0.41,0,2,4,257260.79,12582.73,6,19969.36,10.0,,,,,125,4596764.01,5603993.17,5,36800.59,155860.9,0.24,148314.19,167622.19,182275.32,130441.19,180742.19,154180.78,179320.44,165553.46,166428.72,141495.47,163027.78,151402.9,146883.12,162926.33,152981.44,156618.97,128653.12,128899.06,155687.89,182971.9,127671.9,178918.49,155378.75,185193.62,186580.05,141362.32,125140.05,126526.61,148016.24,175440.62,139334.58,154035.51,173877.85,125494.21,183117.45,131478.47,1.188,1.235,1.237,2999867.77,353824.1,7400407.85,13357725.02,1343168.55,True,0.75,18.2,0,True,5353859.31,Promising,Medium,12,False
GSQRO7759C,True,35,0.0,5734,,2020-08-23,0,0.0,548.7,0.46,0.49,1,4,2,17269.22,48147.72,14,16214.56,54.0,,,,,51,971821.62,1157245.48,1,34642.39,31926.44,1.09,30979.87,37896.88,30439.18,35663.0,33446.79,35022.49,31354.19,29488.03,29894.65,26349.89,33802.06,33107.77,26524.45,33359.28,37957.63,32685.41,35746.17,37580.54,31790.36,32623.93,31465.67,33483.59,27600.63,29931.43,28184.75,36720.03,26800.58,27895.26,33784.18,32404.85,35913.62,31108.36,28278.08,26493.44,38261.98,33206.46,1.202,1.211,1.16,61648.53,55976.67,403721.63,454609.84,485804.2,False,0.48,16.1,4,True,6232433.71,Reactive,High,5,False
BKRNV6389C,False,35,0.0,5045,,2019-03-09,0,0.0,736.9,0.67,0.72,0,3,2,13040.53,39045.7,47,28475.22,18.0,,,,,176,1153271.53,1416187.4,5,15269.11,38963.3,0.39,46715.04,39672.29,45449.31,32011.89,41141.37,33383.15,41655.93,34209.97,35211.39,44104.7,39366.45,32500.09,40349.75,35597.33,44922.73,34995.74,44529.41,41294.32,39688.86,40434.36,37530.53,33793.59,43336.36,44162.18,33316.02,40207.88,33178.75,39036.23,36947.51,44627.59,38658.93,35391.32,41586.65,38368.37,44282.46,44528.96,1.19,1.206,1.293,234147.68,116580.92,537387.79,1442604.72,369246.71,True,0.92,13.5,1,True,5919488.3,Promising,Medium,12,False
UREHW8442F,True,4,0.0,5812,,2020-04-07,0,0.0,782.3,0.61,0.86,0,3,0,14182.78,10221.3,39,29468.8,17.0,46226.99,33.0,48099.25,14.0,149,5985876.58,7116006.76,2,78877.35,204527.52,0.39,189515.28,208993.67,182544.27,165291.61,184585.78,166394.22,231702.09,195306.85,208647.8,210543.51,166393.92,171242.1,228634.96,208194.88,196806.58,177553.22,187208.52,185036.68,163760.82,181454.02,185564.05,189654.69,216782.26,179277.8,244585.78,242041.51,166674.13,225505.38,241751.49,209888.83,200919.35,208380.0,186099.34,188066.26,211682.75,209322.37,1.184,1.193,1.189,113613.91,141442.94,1161547.21,5985225.78,2135508.78,True,0.98,19.1,0,True,2969834.32,Promising,Low,36,True
JFXGH9079P,True,27,0.0,5912,,2022-12-28,0,0.0,741.6,0.33,0.88,0,0,5,33924.98,23559.53,36,,,,,,,7,1511678.04,1875900.13,4,28957.55,50950.01,0.57,45351.01,60133.42,43865.15,45627.49,58239.14,46481.25,55100.86,48644.5,50566.11,52990.82,57089.51,42720.52,57269.02,57664.81,54793.77,57249.05,58362.13,55027.7,56550.03,52087.93,51097.37,45404.05,46081.69,53876.52,43473.87,59112.34,43761.94,57498.66,60445.21,51178.01,52816.04,59551.24,45793.86,56775.43,43996.63,49223.03,1.253,1.215,1.257,201440.66,159804.17,1173494.69,752471.44,813984.91,True,0.99,23.2,1,True,8182553.54,Stable,Medium,12,False
CDTFJ6563S,True,31,22715460.68,5912,Devan-Sehgal,2016-12-25,10,165934.72,601.2,0.55,0.79,0,0,0,18549.53,48817.31,54,24662.58,26.0,,,,,160,2559793.05,3150549.51,4,29681.5,87882.35,0.34,74210.24,105401.83,76844.07,82834.78,92868.79,100505.99,82476.25,83794.45,84996.2,88210.58,100556.19,76926.93,86109.46,71546.99,91566.55,86350.69,87731.15,70550.27,102968.4,99964.77,79365.07,97948.72,70325.07,78380.53,102485.67,96425.92,96638.32,87611.58,80778.31,82888.46,85278.08,99144.4,74148.05,105101.58,81260.55,86354.63,1.196,1.245,1.253,1427214.62,102950.97,1989926.47,5697553.47,1016857.87,True,0.82,11.4,1,True,814312.57,Stable,Medium,12,False
GERSB7581R,True,4,0.0,5411,,2021-02-11,0,0.0,511.2,0.56,0.82,0,3,3,31071.22,12260.2,37,32371.12,27.0,30189.96,28.0,,,116,1207269.06,1460762.23,2,46829.22,41344.72,1.13,34301.9,37646.02,37401.54,39287.81,39290.47,36942.86,43139.12,47507.53,35460.73,42942.82,47256.32,36683.07,47565.45,36116.74,39462.21,46946.49,34967.7,34896.51,42074.45,48906.26,38027.05,40927.7,37756.69,42782.81,40184.6,36856.18,48985.23,38924.27,34795.47,45297.43,45032.57,40376.08,38934.23,35630.37,39413.02,48042.53,1.216,1.186,1.229,691.19,38087.97,380204.01,960519.58,570434.16,True,0.63,19.3,7,False,0.0,Unstable,High,1,False
PROFZ8012Y,True,34,0.0,5912,,2020-09-26,0,0.0,717.5,0.72,0.57,0,0,3,22862.84,13814.76,33,43742.16,54.0,46254.64,33.0,43045.23,19.0,154,756633.38,914532.97,4,15103.23,25686.06,0.59,28906.66,25886.95,26819.09,29257.08,20955.19,22833.96,30551.82,25242.95,27422.37,20738.36,22293.19,22201.74,22020.56,28207.18,28027.63,27302.54,28974.3,24777.65,21441.44,26836.72,22187.77,27529.34,29136.34,22513.88,28304.25,28126.56,23863.0,25492.93,24196.59,22026.98,21458.13,22423.4,29955.14,27982.39,25836.9,22801.95,1.208,1.211,1.207,424560.39,226151.83,497245.96,522398.69,582682.45,True,0.91,23.2,5,True,8461530.67,Stable,Medium,12,False
RIKEV9119D,True,36,0.0,5812,,2024-09-15,0,0.0,828.6,0.45,0.87,0,3,2,19706.18,49815.45,47,,,,,,,77,4686528.37,5660393.57,5,27618.17,160406.23,0.17,189670.58,158996.03,172095.38,157556.11,157213.17,137498.15,147954.97,149447.22,142680.8,191969.31,171380.46,159874.74,134759.89,175386.84,178113.75,165726.41,174283.62,156152.16,151316.03,151221.49,169552.63,129764.08,154210.4,146764.89,161285.03,145077.27,175553.79,134469.18,169866.1,140818.12,173504.27,131264.44,137345.7,162364.05,152162.32,153094.22,1.233,1.184,1.207,972934.02,833349.41,980529.2,3522530.25,866450.61,True,0.95,5.8,1,False,0.0,Promising,Low,36,True
UCYFG7776D,True,20,0.0,5045,,2024-05-15,0,0.0,858.6,0.62,0.96,0,1,6,22595.95,6958.98,13,,,,,,,88,1578351.89,1927619.37,2,18395.38,53749.94,0.34,45405.26,62458.74,53695.55,62032.71,62432.29,49145.63,55339.3,50687.71,50822.15,46698.36,45580.32,47713.72,46987.77,57283.24,55031.75,56668.16,46969.3,51631.27,54240.17,52604.7,46635.9,53984.89,52822.82,49637.94,59559.48,47363.74,50341.68,56164.64,51395.32,57845.87,61918.31,62978.04,44805.72,52831.5,64364.53,61540.9,1.229,1.218,1.217,1106494.06,617061.14,4154530.98,7261380.84,2279270.25,True,0.76,12.4,0,True,4929306.18,Promising,Low,36,True
KEPNS2341Z,True,14,0.0,7011,,2018-08-15,0,0.0,492.7,0.5,0.45,0,3,0,15885.59,34927.81,18,,,,,,,102,555536.01,671807.5,5,20907.96,18408.75,1.14,15364.94,14772.59,15974.48,18197.3,15403.89,20341.86,17084.77,20797.3,16182.01,21766.5,21077.51,19303.79,15289.27,16996.43,16490.8,18620.29,18307.8,21489.93,16857.53,21065.04,19307.82,17472.04,17106.37,20659.63,16259.88,19451.85,15809.92,21807.77,19413.93,18987.17,22084.61,21377.0,20839.89,19972.42,18621.8,21251.38,1.24,1.183,1.206,204778.98,83287.44,288158.02,1150945.63,451261.47,False,0.36,24.9,8,False,0.0,Unstable,High,4,False
JQMKZ7224H,True,25,0.0,5999,,2023-11-06,0,0.0,484.3,0.48,0.89,0,0,6,20118.97,6818.6,16,4159.33,21.0,43251.63,52.0,23624.36,44.0,22,1378073.63,1654895.21,6,38545.7,46833.92,0.82,38991.75,39794.11,47329.33,50594.48,43669.67,45579.54,49166.73,52495.25,39397.45,38159.69,50644.31,51392.12,43887.9,53232.19,42683.94,38118.6,42339.62,45102.71,55268.45,47977.14,53895.85,49193.93,47532.87,46246.81,38277.64,56024.9,55337.25,44066.56,38518.29,42117.45,42415.07,44354.89,45527.82,51167.81,41065.05,43328.02,1.195,1.233,1.175,366758.59,3348.36,599688.53,1534727.7,417381.37,False,0.48,2.6,8,True,2119079.2,Stable,High,6,False
ANTVN1367W,True,32,63418791.61,5912,Sidhu-Manne,2018-12-12,6,51618.82,708.4,0.35,0.73,5,5,0,55295.43,14542.23,30,11824.63,20.0,26832.58,43.0,4925.48,38.0,128,13606557.16,16235210.27,5,97927.27,451532.35,0.22,513632.5,421270.01,375107.3,500652.91,470707.28,447302.21,365966.26,448095.86,442829.75,511316.8,397127.64,455832.15,407882.13,399892.13,364210.25,416097.95,494205.56,534333.03,502178.13,435971.44,362447.59,389274.44,484929.57,535338.56,480628.26,459527.93,454565.72,451184.32,525362.36,370125.11,393567.61,488314.39,449476.03,531539.85,451871.0,502446.24,1.176,1.199,1.204,509906.77,935118.13,2203570.86,1990581.62,1168771.64,True,0.74,21.7,1,True,5085544.94,Reactive,High,6,False
